date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:22:10	19916/19916	---M--	200	added ('OK')	image/jpeg	etag:%22a78b9da06cec06fc78bda3b9fa89c42f%22	https://image.jimcdn.com/app/cms/image/transf/none/path/s8305c075a15b3c36/image/idc5e262ae1e169ce/version/1338391629/image.jpg	C:/My%20Web%20Sites/solar2/image.jimcdn.com/app/cms/image/transf/none/path/s8305c075a15b3c36/image/idc5e262ae1e169ce/version/1338391629/image.jpg	(from http://www.solarcosur.com/nuestros-clientes/)
14:22:10	867/867	---M--	200	added ('OK')	image/jpeg	etag:%2256caf7b973af13f7746ef6c06e06331a6470b2d1%22	https://image.jimcdn.com/app/cms/image/transf/dimension=25x25:mode=crop:format=jpg/path/s8305c075a15b3c36/image/ibe37248e9fad7d43/version/1338391629/image.jpg	C:/My%20Web%20Sites/solar2/image.jimcdn.com/app/cms/image/transf/dimension=25x25_mode=crop_format=jpg/path/s8305c075a15b3c36/image/ibe37248e9fad7d43/version/1338391629/image.jpg	(from http://www.solarcosur.com/nuestros-clientes/)
14:22:10	877/877	---M--	200	added ('OK')	image/jpeg	etag:%22d4ab490b35b836e0b9a60ec261983e98630128df%22	https://image.jimcdn.com/app/cms/image/transf/dimension=25x25:mode=crop:format=jpg/path/s8305c075a15b3c36/image/idc5e262ae1e169ce/version/1338391629/image.jpg	C:/My%20Web%20Sites/solar2/image.jimcdn.com/app/cms/image/transf/dimension=25x25_mode=crop_format=jpg/path/s8305c075a15b3c36/image/idc5e262ae1e169ce/version/1338391629/image.jpg	(from http://www.solarcosur.com/nuestros-clientes/)
14:22:10	36763/36763	---M--	200	added ('OK')	image/jpeg	etag:%22dc3c5c41ad4e8d1094e4eb2efd8b18f6%22	https://image.jimcdn.com/app/cms/image/transf/none/path/s8305c075a15b3c36/image/i7c0cabaa378361a7/version/1338392065/image.jpg	C:/My%20Web%20Sites/solar2/image.jimcdn.com/app/cms/image/transf/none/path/s8305c075a15b3c36/image/i7c0cabaa378361a7/version/1338392065/image.jpg	(from http://www.solarcosur.com/nuestros-clientes/)
14:22:11	13531/13531	---M--	200	added ('OK')	image/jpeg	etag:%22e70a6b591355efd0c24c190eb971189d%22	https://image.jimcdn.com/app/cms/image/transf/none/path/s8305c075a15b3c36/image/i8bb6e3631fe97103/version/1338392065/image.jpg	C:/My%20Web%20Sites/solar2/image.jimcdn.com/app/cms/image/transf/none/path/s8305c075a15b3c36/image/i8bb6e3631fe97103/version/1338392065/image.jpg	(from http://www.solarcosur.com/nuestros-clientes/)
14:22:11	13772/13772	---M--	200	added ('OK')	image/jpeg	etag:%2239a0e11a1ecc7daaba23434cba9babe5%22	https://image.jimcdn.com/app/cms/image/transf/none/path/s8305c075a15b3c36/image/i50bf7d6af21deec4/version/1338392065/image.jpg	C:/My%20Web%20Sites/solar2/image.jimcdn.com/app/cms/image/transf/none/path/s8305c075a15b3c36/image/i50bf7d6af21deec4/version/1338392065/image.jpg	(from http://www.solarcosur.com/nuestros-clientes/)
14:22:11	1045/1045	---M--	200	added ('OK')	image/jpeg	etag:%222cf6b50b17ec94aca9dcfadf535602fe379ccf44%22	https://image.jimcdn.com/app/cms/image/transf/dimension=25x25:mode=crop:format=jpg/path/s8305c075a15b3c36/image/i7c0cabaa378361a7/version/1338392065/image.jpg	C:/My%20Web%20Sites/solar2/image.jimcdn.com/app/cms/image/transf/dimension=25x25_mode=crop_format=jpg/path/s8305c075a15b3c36/image/i7c0cabaa378361a7/version/1338392065/image.jpg	(from http://www.solarcosur.com/nuestros-clientes/)
14:22:11	804/804	---M--	200	added ('OK')	image/jpeg	etag:%228f85d67c6228ae40281325c28f5bce8ce3bb4dba%22	https://image.jimcdn.com/app/cms/image/transf/dimension=25x25:mode=crop:format=jpg/path/s8305c075a15b3c36/image/i8bb6e3631fe97103/version/1338392065/image.jpg	C:/My%20Web%20Sites/solar2/image.jimcdn.com/app/cms/image/transf/dimension=25x25_mode=crop_format=jpg/path/s8305c075a15b3c36/image/i8bb6e3631fe97103/version/1338392065/image.jpg	(from http://www.solarcosur.com/nuestros-clientes/)
14:22:12	902/902	---M--	200	added ('OK')	image/jpeg	etag:%22b0f2158ae08d7dfd45a2687966a23eec108f0258%22	https://image.jimcdn.com/app/cms/image/transf/dimension=25x25:mode=crop:format=jpg/path/s8305c075a15b3c36/image/i50bf7d6af21deec4/version/1338392065/image.jpg	C:/My%20Web%20Sites/solar2/image.jimcdn.com/app/cms/image/transf/dimension=25x25_mode=crop_format=jpg/path/s8305c075a15b3c36/image/i50bf7d6af21deec4/version/1338392065/image.jpg	(from http://www.solarcosur.com/nuestros-clientes/)
14:22:12	18661/18661	---M--	200	added ('OK')	image/jpeg	etag:%22049aebae04fac949221610349850d00c335a85df%22	https://image.jimcdn.com/app/cms/image/transf/dimension=300x10000:format=jpg/path/s8305c075a15b3c36/image/i59a497f4c0aa14bc/version/1338392202/image.jpg	C:/My%20Web%20Sites/solar2/image.jimcdn.com/app/cms/image/transf/dimension=300x10000_format=jpg/path/s8305c075a15b3c36/image/i59a497f4c0aa14bc/version/1338392202/image.jpg	(from http://www.solarcosur.com/nuestros-clientes/)
14:22:12	39872/39872	---M--	200	added ('OK')	image/jpeg	etag:%22bb4c764b2c6101102986b2dbc35838fa%22	https://image.jimcdn.com/app/cms/image/transf/none/path/s8305c075a15b3c36/image/i3bbf1b7baff9e9aa/version/1338392292/image.jpg	C:/My%20Web%20Sites/solar2/image.jimcdn.com/app/cms/image/transf/none/path/s8305c075a15b3c36/image/i3bbf1b7baff9e9aa/version/1338392292/image.jpg	(from http://www.solarcosur.com/nuestros-clientes/)
14:22:12	35950/35950	---M--	200	added ('OK')	image/jpeg	etag:%22c0f9aca514aeb94aeb2dde49819b34b3%22	https://image.jimcdn.com/app/cms/image/transf/none/path/s8305c075a15b3c36/image/i24b4ed2fe8a161dc/version/1338392292/image.jpg	C:/My%20Web%20Sites/solar2/image.jimcdn.com/app/cms/image/transf/none/path/s8305c075a15b3c36/image/i24b4ed2fe8a161dc/version/1338392292/image.jpg	(from http://www.solarcosur.com/nuestros-clientes/)
14:22:12	21283/21283	---M--	200	added ('OK')	image/jpeg	etag:%22bc55a540ff589716924a496cb87ae85a%22	https://image.jimcdn.com/app/cms/image/transf/none/path/s8305c075a15b3c36/image/ic774fd6e5c342d0e/version/1338392292/image.jpg	C:/My%20Web%20Sites/solar2/image.jimcdn.com/app/cms/image/transf/none/path/s8305c075a15b3c36/image/ic774fd6e5c342d0e/version/1338392292/image.jpg	(from http://www.solarcosur.com/nuestros-clientes/)
14:22:13	950/950	---M--	200	added ('OK')	image/jpeg	etag:%226c28b522585155247862c64ef3340e7a9b244219%22	https://image.jimcdn.com/app/cms/image/transf/dimension=25x25:mode=crop:format=jpg/path/s8305c075a15b3c36/image/i3bbf1b7baff9e9aa/version/1338392292/image.jpg	C:/My%20Web%20Sites/solar2/image.jimcdn.com/app/cms/image/transf/dimension=25x25_mode=crop_format=jpg/path/s8305c075a15b3c36/image/i3bbf1b7baff9e9aa/version/1338392292/image.jpg	(from http://www.solarcosur.com/nuestros-clientes/)
14:22:13	1065/1065	---M--	200	added ('OK')	image/jpeg	etag:%220bc5e32aa85c249b4279404982c397e21eca6fe2%22	https://image.jimcdn.com/app/cms/image/transf/dimension=25x25:mode=crop:format=jpg/path/s8305c075a15b3c36/image/i24b4ed2fe8a161dc/version/1338392292/image.jpg	C:/My%20Web%20Sites/solar2/image.jimcdn.com/app/cms/image/transf/dimension=25x25_mode=crop_format=jpg/path/s8305c075a15b3c36/image/i24b4ed2fe8a161dc/version/1338392292/image.jpg	(from http://www.solarcosur.com/nuestros-clientes/)
14:22:13	925/925	---M--	200	added ('OK')	image/jpeg	etag:%220bc952a5d497eb546507713cd8cbf796c4803cf0%22	https://image.jimcdn.com/app/cms/image/transf/dimension=25x25:mode=crop:format=jpg/path/s8305c075a15b3c36/image/ic774fd6e5c342d0e/version/1338392292/image.jpg	C:/My%20Web%20Sites/solar2/image.jimcdn.com/app/cms/image/transf/dimension=25x25_mode=crop_format=jpg/path/s8305c075a15b3c36/image/ic774fd6e5c342d0e/version/1338392292/image.jpg	(from http://www.solarcosur.com/nuestros-clientes/)
14:22:14	830613/830613	---M--	200	added ('OK')	image/jpeg	etag:%229e9068d27a3942a6acdd0d480bfec237b82898ff%22	https://image.jimcdn.com/app/cms/image/transf/dimension=2048x2048:format=jpg/path/s8305c075a15b3c36/image/i7be4f988617a53af/version/1523590205/image.jpg	C:/My%20Web%20Sites/solar2/image.jimcdn.com/app/cms/image/transf/dimension=2048x2048_format=jpg/path/s8305c075a15b3c36/image/i7be4f988617a53af/version/1523590205/image.jpg	(from http://www.solarcosur.com/nuestros-clientes/)
14:22:14	782541/782541	---M--	200	added ('OK')	image/jpeg	etag:%220ce251910481584c34b5e9eca0773fcd6a877ec1%22	https://image.jimcdn.com/app/cms/image/transf/dimension=2048x2048:format=jpg/path/s8305c075a15b3c36/image/ibfd2717614b430dc/version/1523590205/image.jpg	C:/My%20Web%20Sites/solar2/image.jimcdn.com/app/cms/image/transf/dimension=2048x2048_format=jpg/path/s8305c075a15b3c36/image/ibfd2717614b430dc/version/1523590205/image.jpg	(from http://www.solarcosur.com/nuestros-clientes/)
14:22:14	990/990	---M--	200	added ('OK')	image/jpeg	etag:%225e09700a37e1a5be2611b8c0e9efa989e618b271%22	https://image.jimcdn.com/app/cms/image/transf/dimension=25x25:mode=crop:format=jpg/path/s8305c075a15b3c36/image/i7be4f988617a53af/version/1523590205/image.jpg	C:/My%20Web%20Sites/solar2/image.jimcdn.com/app/cms/image/transf/dimension=25x25_mode=crop_format=jpg/path/s8305c075a15b3c36/image/i7be4f988617a53af/version/1523590205/image.jpg	(from http://www.solarcosur.com/nuestros-clientes/)
14:22:14	1045/1045	---M--	200	added ('OK')	image/jpeg	etag:%2255289604d4f3912e817062fe23097e51533d29f7%22	https://image.jimcdn.com/app/cms/image/transf/dimension=25x25:mode=crop:format=jpg/path/s8305c075a15b3c36/image/ibfd2717614b430dc/version/1523590205/image.jpg	C:/My%20Web%20Sites/solar2/image.jimcdn.com/app/cms/image/transf/dimension=25x25_mode=crop_format=jpg/path/s8305c075a15b3c36/image/ibfd2717614b430dc/version/1523590205/image.jpg	(from http://www.solarcosur.com/nuestros-clientes/)
14:22:15	962796/962796	---M--	200	added ('OK')	image/jpeg	etag:%228604d20bfb129fdd6f02e35f051d3aef%22	https://image.jimcdn.com/app/cms/image/transf/none/path/s8305c075a15b3c36/image/i352d784d59578834/version/1523590258/image.jpg	C:/My%20Web%20Sites/solar2/image.jimcdn.com/app/cms/image/transf/none/path/s8305c075a15b3c36/image/i352d784d59578834/version/1523590258/image.jpg	(from http://www.solarcosur.com/nuestros-clientes/)
14:22:15	906/906	---M--	200	added ('OK')	image/jpeg	etag:%227f173f34cee0df50f06a11a9999690c66ffc0961%22	https://image.jimcdn.com/app/cms/image/transf/dimension=25x25:mode=crop:format=jpg/path/s8305c075a15b3c36/image/i352d784d59578834/version/1523590258/image.jpg	C:/My%20Web%20Sites/solar2/image.jimcdn.com/app/cms/image/transf/dimension=25x25_mode=crop_format=jpg/path/s8305c075a15b3c36/image/i352d784d59578834/version/1523590258/image.jpg	(from http://www.solarcosur.com/nuestros-clientes/)
14:22:15	357545/357545	---M--	200	added ('OK')	image/jpeg	etag:%221aae94a169a2ce6c239acd8089232d9a%22	https://image.jimcdn.com/app/cms/image/transf/none/path/s8305c075a15b3c36/image/i6aaab639f19e7a61/version/1523625402/image.jpg	C:/My%20Web%20Sites/solar2/image.jimcdn.com/app/cms/image/transf/none/path/s8305c075a15b3c36/image/i6aaab639f19e7a61/version/1523625402/image.jpg	(from http://www.solarcosur.com/nuestros-clientes/)
14:22:16	961/961	---M--	200	added ('OK')	image/jpeg	etag:%222854bfd46ef7ae57e9e23bee51d07fc018e8bbcc%22	https://image.jimcdn.com/app/cms/image/transf/dimension=25x25:mode=crop:format=jpg/path/s8305c075a15b3c36/image/i6aaab639f19e7a61/version/1523625402/image.jpg	C:/My%20Web%20Sites/solar2/image.jimcdn.com/app/cms/image/transf/dimension=25x25_mode=crop_format=jpg/path/s8305c075a15b3c36/image/i6aaab639f19e7a61/version/1523625402/image.jpg	(from http://www.solarcosur.com/nuestros-clientes/)
14:22:16	762559/762559	---M--	200	added ('OK')	image/jpeg	etag:%22b01c7fba9c07eb46a8435942319be997%22	https://image.jimcdn.com/app/cms/image/transf/none/path/s8305c075a15b3c36/image/i3f08beba42095564/version/1523625374/image.jpg	C:/My%20Web%20Sites/solar2/image.jimcdn.com/app/cms/image/transf/none/path/s8305c075a15b3c36/image/i3f08beba42095564/version/1523625374/image.jpg	(from http://www.solarcosur.com/nuestros-clientes/)
14:22:16	729334/729334	---M--	200	added ('OK')	image/jpeg	etag:%22b766858c1d20524e657792bda9561cf2%22	https://image.jimcdn.com/app/cms/image/transf/none/path/s8305c075a15b3c36/image/i399bcaa0776849c2/version/1523625374/image.jpg	C:/My%20Web%20Sites/solar2/image.jimcdn.com/app/cms/image/transf/none/path/s8305c075a15b3c36/image/i399bcaa0776849c2/version/1523625374/image.jpg	(from http://www.solarcosur.com/nuestros-clientes/)
14:22:16	895/895	---M--	200	added ('OK')	image/jpeg	etag:%22ff5126cd7ac57706047c7d64d6a0c6ec17dcf436%22	https://image.jimcdn.com/app/cms/image/transf/dimension=25x25:mode=crop:format=jpg/path/s8305c075a15b3c36/image/i3f08beba42095564/version/1523625374/image.jpg	C:/My%20Web%20Sites/solar2/image.jimcdn.com/app/cms/image/transf/dimension=25x25_mode=crop_format=jpg/path/s8305c075a15b3c36/image/i3f08beba42095564/version/1523625374/image.jpg	(from http://www.solarcosur.com/nuestros-clientes/)
14:22:16	911/911	---M--	200	added ('OK')	image/jpeg	etag:%2212bf9acd9207621229c918e1cd86e2f784d923c1%22	https://image.jimcdn.com/app/cms/image/transf/dimension=25x25:mode=crop:format=jpg/path/s8305c075a15b3c36/image/i399bcaa0776849c2/version/1523625374/image.jpg	C:/My%20Web%20Sites/solar2/image.jimcdn.com/app/cms/image/transf/dimension=25x25_mode=crop_format=jpg/path/s8305c075a15b3c36/image/i399bcaa0776849c2/version/1523625374/image.jpg	(from http://www.solarcosur.com/nuestros-clientes/)
14:22:16	0/-1	---M--	301	error ('')			http://www.solarcosur.com/j/privacy	C:/My%20Web%20Sites/solar2/www.solarcosur.com/j/privacy.50.delayed	(from http://www.solarcosur.com/nuestros-clientes/)
14:22:17	46442/46442	---M--	200	added ('OK')	image/jpeg	etag:%22ccab5f4bd48f4f8109d5f669c95d005abd5048b2%22	https://image.jimcdn.com/app/cms/image/transf/dimension=390x390:mode=crop:format=jpg/path/s8305c075a15b3c36/image/i178490d0a417a85a/version/1341588296/image.jpg	C:/My%20Web%20Sites/solar2/image.jimcdn.com/app/cms/image/transf/dimension=390x390_mode=crop_format=jpg/path/s8305c075a15b3c36/image/i178490d0a417a85a/version/1341588296/image.jpg	(from http://www.solarcosur.com/novedades/)
14:22:17	43520/43520	---M--	200	added ('OK')	image/jpeg	etag:%222ebd640324c7450b1bf714ef3a521a8b567952b1%22	https://image.jimcdn.com/app/cms/image/transf/dimension=360x360:mode=crop:format=jpg/path/s8305c075a15b3c36/image/i616a652ca68c2cd2/version/1341588256/image.jpg	C:/My%20Web%20Sites/solar2/image.jimcdn.com/app/cms/image/transf/dimension=360x360_mode=crop_format=jpg/path/s8305c075a15b3c36/image/i616a652ca68c2cd2/version/1341588256/image.jpg	(from http://www.solarcosur.com/novedades/)
14:22:17	37113/37113	---M--	200	added ('OK')	image/jpeg	etag:%229d85ff7d8b9267271672f6ee310922f15418150e%22	https://image.jimcdn.com/app/cms/image/transf/dimension=360x360:mode=crop:format=jpg/path/s8305c075a15b3c36/image/i74f556f6eec370fd/version/1341588256/image.jpg	C:/My%20Web%20Sites/solar2/image.jimcdn.com/app/cms/image/transf/dimension=360x360_mode=crop_format=jpg/path/s8305c075a15b3c36/image/i74f556f6eec370fd/version/1341588256/image.jpg	(from http://www.solarcosur.com/novedades/)
14:22:17	41455/41455	---M--	200	added ('OK')	image/jpeg	etag:%2237e0eb2c0fad141c96e62212fb3b4a3a69db94f1%22	https://image.jimcdn.com/app/cms/image/transf/dimension=360x360:mode=crop:format=jpg/path/s8305c075a15b3c36/image/i36cb0d05b93751bf/version/1341588278/image.jpg	C:/My%20Web%20Sites/solar2/image.jimcdn.com/app/cms/image/transf/dimension=360x360_mode=crop_format=jpg/path/s8305c075a15b3c36/image/i36cb0d05b93751bf/version/1341588278/image.jpg	(from http://www.solarcosur.com/novedades/)
14:22:17	42064/42064	---M--	200	added ('OK')	image/jpeg	etag:%222b39195a02ea23e28b5853c3e662169455116e4a%22	https://image.jimcdn.com/app/cms/image/transf/dimension=360x360:mode=crop:format=jpg/path/s8305c075a15b3c36/image/i58c101fd67c4b12b/version/1341588278/image.jpg	C:/My%20Web%20Sites/solar2/image.jimcdn.com/app/cms/image/transf/dimension=360x360_mode=crop_format=jpg/path/s8305c075a15b3c36/image/i58c101fd67c4b12b/version/1341588278/image.jpg	(from http://www.solarcosur.com/novedades/)
14:22:18	43373/43373	---M--	200	added ('OK')	image/jpeg	etag:%22a4dbfb279fbf7737cfb3c8b4b0bd945f0612217a%22	https://image.jimcdn.com/app/cms/image/transf/dimension=360x360:mode=crop:format=jpg/path/s8305c075a15b3c36/image/if60f5234e424f7e6/version/1341588278/image.jpg	C:/My%20Web%20Sites/solar2/image.jimcdn.com/app/cms/image/transf/dimension=360x360_mode=crop_format=jpg/path/s8305c075a15b3c36/image/if60f5234e424f7e6/version/1341588278/image.jpg	(from http://www.solarcosur.com/novedades/)
14:22:18	43671/43671	---M--	200	added ('OK')	image/jpeg	etag:%2272ce9c98ee85e3af03cffe2726533c9f41cc99b2%22	https://image.jimcdn.com/app/cms/image/transf/dimension=360x360:mode=crop:format=jpg/path/s8305c075a15b3c36/image/ie4c552d0c88ea7ec/version/1341588278/image.jpg	C:/My%20Web%20Sites/solar2/image.jimcdn.com/app/cms/image/transf/dimension=360x360_mode=crop_format=jpg/path/s8305c075a15b3c36/image/ie4c552d0c88ea7ec/version/1341588278/image.jpg	(from http://www.solarcosur.com/novedades/)
14:22:18	0/-1	---M--	301	error ('')			http://www.solarcosur.com/j/privacy	C:/My%20Web%20Sites/solar2/www.solarcosur.com/j/privacy.58.delayed	(from http://www.solarcosur.com/novedades/)
14:22:18	0/-1	---M--	301	error ('')			http://www.solarcosur.com/j/privacy	C:/My%20Web%20Sites/solar2/www.solarcosur.com/j/privacy.59.delayed	(from http://www.solarcosur.com/contacto/)
14:22:18	0/-1	---M--	301	error ('')			http://www.solarcosur.com/j/privacy	C:/My%20Web%20Sites/solar2/www.solarcosur.com/j/privacy.5a.delayed	(from http://www.solarcosur.com/about/)
14:22:18	0/-1	---M--	301	error ('')			http://www.solarcosur.com/j/privacy	C:/My%20Web%20Sites/solar2/www.solarcosur.com/j/privacy.5b.delayed	(from http://www.solarcosur.com/sitemap/)
14:23:09	6848/6848	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Fri,%2013%20Apr%202018%2017:22:20%20GMT	http://www.solarcosur.com/productos-y-servicios/producci%c3%b3n-de-agua-caliente-sanitaria/dep%c3%b3sito-de-agua-caliente-sanitaria/	C:/My%20Web%20Sites/solar2/www.solarcosur.com/productos-y-servicios/producci%c3%b3n-de-agua-caliente-sanitaria/dep%c3%b3sito-de-agua-caliente-sanitaria/index.html	(from http://www.solarcosur.com/sitemap/)
14:23:10	6940/6940	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Fri,%2013%20Apr%202018%2017:22:20%20GMT	http://www.solarcosur.com/productos-y-servicios/producci%c3%b3n-de-agua-caliente-sanitaria/telecomando-de-sistemas-solares/	C:/My%20Web%20Sites/solar2/www.solarcosur.com/productos-y-servicios/producci%c3%b3n-de-agua-caliente-sanitaria/telecomando-de-sistemas-solares/index.html	(from http://www.solarcosur.com/sitemap/)
14:23:10	6776/6776	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Fri,%2013%20Apr%202018%2017:22:20%20GMT	http://www.solarcosur.com/productos-y-servicios/producci%c3%b3n-de-electricidad/m%c3%b3dulo-de-fotovoltaica-policristalino/	C:/My%20Web%20Sites/solar2/www.solarcosur.com/productos-y-servicios/producci%c3%b3n-de-electricidad/m%c3%b3dulo-de-fotovoltaica-policristalino/index.html	(from http://www.solarcosur.com/sitemap/)
14:23:10	6771/6771	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Fri,%2013%20Apr%202018%2017:22:20%20GMT	http://www.solarcosur.com/productos-y-servicios/producci%c3%b3n-de-agua-caliente-sanitaria/captador-plano/	C:/My%20Web%20Sites/solar2/www.solarcosur.com/productos-y-servicios/producci%c3%b3n-de-agua-caliente-sanitaria/captador-plano/index.html	(from http://www.solarcosur.com/sitemap/)
14:23:10	0/-1	---M--	301	error ('')			http://www.solarcosur.com/j/privacy	C:/My%20Web%20Sites/solar2/www.solarcosur.com/j/privacy.5c.delayed	(from http://www.solarcosur.com/nuestra-empresa/oficinas/)
14:23:12	6635/6635	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Fri,%2013%20Apr%202018%2017:23:11%20GMT	http://www.solarcosur.com/productos-y-servicios/producci%c3%b3n-de-electricidad/m%c3%b3dulo-de-fotovoltaica-monocristalino/	C:/My%20Web%20Sites/solar2/www.solarcosur.com/productos-y-servicios/producci%c3%b3n-de-electricidad/m%c3%b3dulo-de-fotovoltaica-monocristalino/index.html	(from http://www.solarcosur.com/sitemap/)
14:23:12	6500/6500	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Fri,%2013%20Apr%202018%2017:23:11%20GMT	http://www.solarcosur.com/productos-y-servicios/producci%c3%b3n-de-electricidad/m%c3%b3dulo-de-fotovoltaica-microam%c3%b3rfos/	C:/My%20Web%20Sites/solar2/www.solarcosur.com/productos-y-servicios/producci%c3%b3n-de-electricidad/m%c3%b3dulo-de-fotovoltaica-microam%c3%b3rfos/index.html	(from http://www.solarcosur.com/sitemap/)
14:23:12	7164/7164	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Fri,%2013%20Apr%202018%2017:23:11%20GMT	http://www.solarcosur.com/productos-y-servicios/producci%c3%b3n-de-electricidad/inversores-fotovoltaicos/	C:/My%20Web%20Sites/solar2/www.solarcosur.com/productos-y-servicios/producci%c3%b3n-de-electricidad/inversores-fotovoltaicos/index.html	(from http://www.solarcosur.com/sitemap/)
